
gaNa	iw_XAwu	mng	paxI	Heritage	saMsAXanI	Apte-dict-form
BvAxiH	meXqz	safgame	A.pa	-	meX1	meX
BvAxiH	meXqz	safgame	pa.pa	-	meX1	meX
BvAxiH	Nixqz	kuwsAyAm	A.pa	-	Nix2	nix
BvAxiH	Nixqz	kuwsAyAm	pa.pa	-	Nix2	nix
BvAxiH	Nixqz	sannikarRe	A.pa	-	Nix2	nix
BvAxiH	Nixqz	sannikarRe	pa.pa	-	Nix2	nix
BvAxiH	Nexqz	kuwsAyAm	A.pa	-	Nex1	nex
BvAxiH	Nexqz	kuwsAyAm	pa.pa	-	Nex1	nex
BvAxiH	Nexqz	sannikarRe	A.pa	-	Nex1	nex
BvAxiH	Nexqz	sannikarRe	pa.pa	-	Nex1	nex
BvAxiH	SqXuz	unxe	A.pa	-	SqX2	SqX
BvAxiH	SqXuz	unxe	pa.pa	-	SqX2	SqX
BvAxiH	mqXuz	unxe	A.pa	mqX	mqX1	mqX
BvAxiH	mqXuz	unxe	pa.pa	mqX	mqX1	mqX
BvAxiH	buXizr	boXane	A.pa	-	buX2	buX
BvAxiH	buXizr	boXane	pa.pa	-	buX2	buX
BvAxiH	uzbunxizr	niSAmane	A.pa	-	bunx1	bunx
BvAxiH	uzbunxizr	niSAmane	pa.pa	-	bunx1	bunx
BvAxiH	veNqz	cinwAyAm	A.pa	ven	veN1	veN
BvAxiH	veNqz	cinwAyAm	pa.pa	-	veN1	veN
BvAxiH	veNqz	gawO	A.pa	-	veN1	veN
BvAxiH	veNqz	gawO	pa.pa	-	veN1	veN
BvAxiH	veNqz	jFAne	A.pa	-	veN1	veN
BvAxiH	veNqz	jFAne	pa.pa	-	veN1	veN
BvAxiH	veNqz	niSAmane	A.pa	ven	veN1	veN
BvAxiH	veNqz	niSAmane	pa.pa	-	veN1	veN
BvAxiH	veNqz	vAxiwragrahaNe	A.pa	ven	veN1	veN
BvAxiH	veNqz	vAxiwragrahaNe	pa.pa	-	veN1	veN
BvAxiH	Kanuz	avaxAraNe	A.pa	Kan	Kan1	Kan
BvAxiH	Kanuz	avaxAraNe	pa.pa	Kan	Kan1	Kan
BvAxiH	cIvqz	AxAne	A.pa	-	cIv1	cIv
BvAxiH	cIvqz	AxAne	pa.pa	-	cIv1	cIv
BvAxiH	cIvqz	saMvaraNe	A.pa	-	cIv1	cIv
BvAxiH	cIvqz	saMvaraNe	pa.pa	-	cIv1	cIv
BvAxiH	cAyqz	niSAmane	A.pa	-	cAy1	cAy
BvAxiH	cAyqz	niSAmane	pa.pa	-	cAy1	cAy
BvAxiH	cAyqz	pUjAyAm	A.pa	-	cAy1	cAy
BvAxiH	cAyqz	pUjAyAm	pa.pa	-	cAy1	cAy
BvAxiH	vyayaz	gawO	A.pa	-	vyay1	vyay
BvAxiH	vyayaz	gawO	pa.pa	-	vyay1	vyay
BvAxiH	xASqz	xAne	A.pa	xAS#1	xAS1	xAS
BvAxiH	xASqz	xAne	pa.pa	xAS#1	xAS1	xAS
BvAxiH	BeRqz	Baye	A.pa	-	BeR1	BeR
BvAxiH	BeRqz	Baye	pa.pa	-	BeR1	BeR
BvAxiH	BreRqz	Baye	A.pa	-	BreR1	BreR
BvAxiH	BreRqz	Baye	pa.pa	-	BreR1	BreR
BvAxiH	BreRqz	calane	A.pa	-	BreR1	BreR
BvAxiH	BreRqz	calane	pa.pa	-	BreR1	BreR
BvAxiH	BreRqz	gawO	A.pa	-	BreR1	BreR
BvAxiH	BreRqz	gawO	pa.pa	-	BreR1	BreR
BvAxiH	BleRqz	calane	A.pa	-	BleR1	BleR
BvAxiH	BleRqz	calane	pa.pa	-	BleR1	BleR
BvAxiH	asaz	AxAne	A.pa	-	as1	as
BvAxiH	asaz	AxAne	pa.pa	-	as1	as
BvAxiH	asaz	gawO	A.pa	as#2	as1	as
BvAxiH	asaz	gawO	pa.pa	as#2	as1	as
BvAxiH	asaz	xIpwO	A.pa	-	as1	as
BvAxiH	asaz	xIpwO	pa.pa	-	as1	as
BvAxiH	spaSaz	bAXane	A.pa	-	spaS1	spaS
BvAxiH	spaSaz	bAXane	pa.pa	-	spaS1	spaS
BvAxiH	spaSaz	sparSe	A.pa	-	spaS1	spaS
BvAxiH	spaSaz	sparSe	pa.pa	-	spaS1	spaS
BvAxiH	laRaz	kAnwO	A.pa	laR	laR1	laR
BvAxiH	laRaz	kAnwO	pa.pa	laR	laR1	laR
BvAxiH	caRaz	BakRaNe	A.pa	-	caR1	caR
BvAxiH	caRaz	BakRaNe	pa.pa	-	caR1	caR
BvAxiH	CaRaz	hiMsAyAm	A.pa	-	CaR1	CaR
BvAxiH	CaRaz	hiMsAyAm	pa.pa	-	CaR1	CaR
BvAxiH	JaRaz	hiMsAyAm	pa.pa	-	JaR1	JaR
BvAxiH	JaRaz	saMvaraNe	A.pa	-	JaR1	JaR
BvAxiH	JaRaz	saMvaraNe	pa.pa	-	JaR1	JaR
BvAxiH	BrakRaz	axane	A.pa	-	BrakR1	BrakR
BvAxiH	BrakRaz	axane	pa.pa	-	BrakR1	BrakR
BvAxiH	BakRaz	BakRaNe	A.pa	BakR	BakR1	BakR
BvAxiH	BakRaz	BakRaNe	pa.pa	BakR	BakR1	BakR
BvAxiH	BlakRaz	BakRaNe	A.pa	-	BlakR1	BlakR
BvAxiH	BlakRaz	BakRaNe	pa.pa	-	BlakR1	BlakR
BvAxiH	xAsqz	xAne	A.pa	-	xAs1	xAs
BvAxiH	xAsqz	xAne	pa.pa	-	xAs1	xAs
BvAxiH	mAhqz	mAne	A.pa	-	mAh1	mAh
BvAxiH	mAhqz	mAne	pa.pa	-	mAh1	mAh
BvAxiH	guhUz	saMvaraNe	A.pa	guh	guh1	guh
BvAxiH	guhUz	saMvaraNe	pa.pa	guh	guh1	guh
BvAxiH	SriF	sevAyAm	A.pa	Sri	Sri1	Sri
BvAxiH	SriF	sevAyAm	pa.pa	Sri	Sri1	Sri
BvAxiH	BqF	BaraNe	A.pa	Bq	Bq1	Bq
BvAxiH	BqF	BaraNe	pa.pa	Bq	Bq1	Bq
BvAxiH	hqF	haraNe	A.pa	hq#1	hq1	hq
BvAxiH	hqF	haraNe	pa.pa	hq#1	hq1	hq
BvAxiH	kqF	karaNe	A.pa	-	kq1	kq
BvAxiH	kqF	karaNe	pa.pa	-	kq1	kq
BvAxiH	XqF	XAraNe	A.pa	Xq	Xq1	Xq
BvAxiH	XqF	XAraNe	pa.pa	Xq	Xq1	Xq
BvAxiH	NIF	prApaNe	A.pa	nI#1	NI1	nI
BvAxiH	NIF	prApaNe	pa.pa	nI#1	NI1	nI
BvAxiH	Xet	pAne	pa.pa	XA#2(4)	Xe1	Xe
BvAxiH	glE	harRakRaye	pa.pa	glE	glE1	glE
BvAxiH	mlE	gAwravinAme	pa.pa	mlA(4)	mlE1	mlE
BvAxiH	mlE	harRakRaye	pa.pa	mlA(4)	mlE1	mlE
BvAxiH	xyE	nyafgaviXAne	pa.pa	-	xyE1	xyE
BvAxiH	xrE	svapne	pa.pa	-	xrE1	xrE
BvAxiH	XrE	wqpwO	pa.pa	-	XrE1	XrE
BvAxiH	XyE	cinwAyAm	pa.pa	XyA	XyE1	XyE
BvAxiH	rE	Sabxe	pa.pa	-	rE1	rE
BvAxiH	swyE	Sabxe	pa.pa	-	swyE1	swyE
BvAxiH	swyE	safGAwe	pa.pa	-	swyE1	swyE
BvAxiH	KE	Kaxane	pa.pa	-	KE1	KE
BvAxiH	kRE	kRaye	pa.pa	-	kRE1	kRE
BvAxiH	jE	kRaye	pa.pa	-	jE1	jE
BvAxiH	RE	kRaye	pa.pa	-	RE1	sE
BvAxiH	kE	Sabxe	pa.pa	-	kE1	kE
BvAxiH	gE	Sabxe	pa.pa	gA#2	gE1	gE
BvAxiH	SE	pAke	pa.pa	-	SE1	SE
BvAxiH	srE	pAke	pa.pa	-	srE1	srE
BvAxiH	pE	SoRaNe	pa.pa	-	pE1	pE
BvAxiH	ozvE	SoRaNe	pa.pa	-	vE1	vE
BvAxiH	RwE	veRtane	pa.pa	-	RwE1	RtE
BvAxiH	RnE	veRtane	pa.pa	-	RnE1	snE
BvAxiH	xEp	SoXane	pa.pa	-	xE1	xE
BvAxiH	pA	pAne	pa.pa	pA#1	pA1	pA
BvAxiH	GrA	ganXopAxAne	pa.pa	GrA	GrA1	GrA
BvAxiH	XmA	agnisaMyoge	pa.pa	Xam	XmA1	XmA
BvAxiH	XmA	Sabxe	pa.pa	-	XmA1	XmA
BvAxiH	RWA	gawinivqwwO	pa.pa	sWA#1	RWA1	sWA
BvAxiH	mnA	aByAse	pa.pa	mnA	mnA1	mnA
BvAxiH	xAN	xAne	pa.pa	xA#1	xA1	xA
BvAxiH	hvq	kOtilye	pa.pa	hvq	hvq1	hvq
BvAxiH	svq	Sabxe	pa.pa	svar#1	svq1	svq
BvAxiH	svq	upawApe	pa.pa	svar#2	svq1	svq
BvAxiH	smq	cinwAyAm	pa.pa	-	smq1	smq
BvAxiH	xvq	anAxare	pa.pa	-	xvq1	xvq
BvAxiH	xvq	varaNe	pa.pa	-	xvq1	xvq
BvAxiH	sq	gawO	pa.pa	sq	sq1	sq
BvAxiH	q	gawO	pa.pa	q	q1	q
BvAxiH	q	prApaNe	pa.pa	q	q1	q
BvAxiH	gq	secane	pa.pa	-	gq1	gq
BvAxiH	Gq	secane	pa.pa	-	Gq1	Gq
BvAxiH	Xvq	hUrcCane	pa.pa	Xvq	Xvq1	Xvq
BvAxiH	sru	gawO	pa.pa	sru	sru1	sru
BvAxiH	Ru	ESvarye	pa.pa	su#2	Ru1	su
BvAxiH	Ru	gawO	pa.pa	su#2	Ru1	su
BvAxiH	Ru	prasave	pa.pa	-	Ru1	su
BvAxiH	Sru	gawO	pa.pa	-	Sru1	Sru
BvAxiH	Sru	SravaNe	pa.pa	Sru(5)	Sru1	Sru
BvAxiH	Xru	sWErye	pa.pa	-	Xru1	Xru
BvAxiH	xu	gawO	pa.pa	-	xu1	xu
BvAxiH	xru	gawO	pa.pa	xru#1	xru1	xru
BvAxiH	jri	aBiBave	pa.pa	-	jri1	jri
BvAxiH	Rmif	IRaxXasane	A.pa	smi	Rmi1	smi
BvAxiH	gAf	gawO	A.pa	-	gA1	gA
BvAxiH	uf	Sabxe	A.pa	-	u1	u
BvAxiH	kuf	Sabxe	A.pa	-	ku1	ku
BvAxiH	guf	avyakwe_Sabxe	A.pa	-	gu1	gu
BvAxiH	Guf	Sabxe	A.pa	-	Gu1	Gu
BvAxiH	fuf	Sabxe	A.pa	-	fu1	fu
BvAxiH	cyuf	gawO	A.pa	cyu	cyu1	cyu
BvAxiH	jyuf	gawO	A.pa	-	jyu1	jyu
BvAxiH	pruf	gawO	A.pa	pru	pru1	pru
BvAxiH	pluf	gawO	A.pa	plu	plu1	plu
BvAxiH	ruf	gawO	A.pa	-	ru1	ru
BvAxiH	ruf	reRaNe	A.pa	-	ru1	ru
BvAxiH	Xqf	avaXvaMsane	A.pa	Xq	Xq2	Xq
BvAxiH	mef	praNixAne	A.pa	mA#4	me1	me
BvAxiH	xef	rakRaNe	A.pa	-	xe1	xe
BvAxiH	SyEf	gawO	A.pa	SyA	SyE1	SyE
BvAxiH	pyEf	vqxXO	A.pa	-	pyE1	pyE
BvAxiH	wrEf	pAlane	A.pa	wrE	wrE1	wrE
BvAxiH	pUf	pavane	A.pa	pU#1	pU1	pU
BvAxiH	mUf	banXane	A.pa	-	mU1	mU
BvAxiH	dIf	vihAyasA_gawO	A.pa	dI	dI1	dI
BvAxiH	wQ	plavane	pa.pa	wQ	wQ1	wQ
BvAxiH	wQ	waraNe	pa.pa	wQ	wQ1	wQ
BvAxiH	gupaz	gopane	A.pa	-	gup2	gup
BvAxiH	gupaz	kuwsAyAm	A.pa	-	gup2	gup
BvAxiH	wijaz	kRamAyAm	A.pa	wij	wij1	wij
BvAxiH	wijaz	niSAne	A.pa	wij	wij1	wij
BvAxiH	mAnaz	pUjAyAm	A.pa	-	mAn1	mAn
BvAxiH	baXaz	banXane	A.pa	-	baX1	baX
BvAxiH	raBaz	rABasye	A.pa	raB	raB1	raB
BvAxiH	dulaBazR	prApwO	A.pa	laB	laB1	laB
BvAxiH	Rvanjaz	pariRvafge	A.pa	svaFj	Rvanj1	svaFj
BvAxiH	haxaz	purIRowsarge	A.pa	hax	hax1	hax
BvAxiH	FiRvixAz	gAwraprasravaNe	A.pa	svix#2	Rvix1	svix
BvAxiH	FiRvixAz	mocane	A.pa	-	Rvix1	svix
BvAxiH	FiRvixAz	snehane	A.pa	-	Rvix1	svix
BvAxiH	skanxizr	gawO	pa.pa	skanx	skanx1	skanx
BvAxiH	skanxizr	SoRaNe	pa.pa	skanx	skanx1	skanx
BvAxiH	yaBaz	viparIwamEWune	pa.pa	jaB#2,yaB	yaB1	yaB
BvAxiH	Namaz	prahvawveSabxe	pa.pa	nam	Nam1	nam
BvAxiH	gamLz	gawO	pa.pa	gam	gam1	gam
BvAxiH	sqpLz	gawO	pa.pa	sqp	sqp1	sqp
BvAxiH	yamaz	uparame	pa.pa	yam	yam2	yam
BvAxiH	wapaz	sanwApe	pa.pa	wap	wap1	wap
BvAxiH	wyajaz	hAnO	pa.pa	wyaj#1	wyaj1	wyaj
BvAxiH	Ranjaz	safge	pa.pa	saFj	Ranj1	Ranj
BvAxiH	xqSizr	prekRaNe	pa.pa	xqS#1(xivAxiH),paS(xivAxiH)	xqS1	xqS
BvAxiH	kqRaz	vileKane	pa.pa	kqR	kqR1	kqR
BvAxiH	xahaz	BasmIkaraNe	pa.pa	xah#1	xah1	xah
BvAxiH	mihaz	secane	pa.pa	mih	mih1	mih
BvAxiH	kiwaz	nivAse	pa.pa	-	kiw1	kiw
BvAxiH	kiwaz	rogApanayane	pa.pa	-	kiw1	kiw
BvAxiH	xAnaz	avaKaNdane	A.pa	-	xAn1	xAn
BvAxiH	xAnaz	avaKaNdane	pa.pa	-	xAn1	xAn
BvAxiH	SAnaz	wejane	A.pa	-	SAn1	SAn
BvAxiH	SAnaz	wejane	pa.pa	-	SAn1	SAn
BvAxiH	dupacazR	pAke	A.pa	pac	pac1	pac
BvAxiH	dupacazR	pAke	pa.pa	pac	pac1	pac
BvAxiH	Racaz	secane	A.pa	-	Rac1	sac
*BvAxiH	Racaz	samavAye	A.pa	-	Rac2	sac
*BvAxiH	Racaz	samavAye	pa.pa	-	Rac2	sac
BvAxiH	Bajaz	sevAyAm	A.pa	Baj	Baj1	Baj
BvAxiH	Bajaz	sevAyAm	pa.pa	Baj	Baj1	Baj
BvAxiH	Sapaz	AkroSe	A.pa	Sap	Sap1	Sap
BvAxiH	Sapaz	AkroSe	pa.pa	Sap	Sap1	Sap
BvAxiH	wviRaz	xIpwO	A.pa	wviR#1	wviR1	wviR
BvAxiH	wviRaz	xIpwO	pa.pa	wviR#1	wviR1	wviR
BvAxiH	yajaz	safgawikaraNe	A.pa	-	yaj1	yaj
BvAxiH	yajaz	safgawikaraNe	pa.pa	-	yaj1	yaj
BvAxiH	yajaz	xAne	A.pa	yaj#1	yaj1	yaj
BvAxiH	yajaz	xAne	pa.pa	yaj#1	yaj1	yaj
BvAxiH	yajaz	xevapUjAyAm	A.pa	-	yaj1	yaj
BvAxiH	yajaz	xevapUjAyAm	pa.pa	-	yaj1	yaj
BvAxiH	duvapaz	bIjasanwAne	A.pa	vap#2	vap1	vap
BvAxiH	duvapaz	bIjasanwAne	pa.pa	vap#2	vap1	vap
BvAxiH	vahaz	prApaNe	A.pa	vah#1	vah1	vah
BvAxiH	vahaz	prApaNe	pa.pa	vah#1	vah1	vah
BvAxiH	vasaz	nivAse	pa.pa	vas#1	vas1	vas
BvAxiH	veF	wanwusanwAne	A.pa	vA#3(4)	ve1	ve
BvAxiH	veF	wanwusanwAne	pa.pa	vA#3(4)	ve1	ve
BvAxiH	vyeF	saMvaraNe	A.pa	vyA	vye1	vye
BvAxiH	vyeF	saMvaraNe	pa.pa	vyA	vye1	vye
BvAxiH	hveF	Sabxe	A.pa	hU	hve1	hve
BvAxiH	hveF	Sabxe	pa.pa	hU	hve1	hve
BvAxiH	hveF	sparXAyAm	A.pa	hU	hve1	hve
BvAxiH	hveF	sparXAyAm	pa.pa	hU	hve1	hve
BvAxiH	vaxaz	vyakwAyAM_vAci	pa.pa	vax	vax1	vax
BvAxiH	tuozSvi	gawO	pa.pa	SU	Svi1	Svi
BvAxiH	tuozSvi	vqxXO	pa.pa	SU	Svi1	Svi
	
BvAxiH	aTaz	gawO	pa.pa	-	aT1	aT
BvAxiH	atiz	gawO	A.pa	-	at2	aNt
BvAxiH	baBraz	gawO	pa.pa	-	baBr1	baBr
BvAxiH	Barbaz	gawO	pa.pa	-	Barb1	Barb
BvAxiH	bidaz	AkroSe	pa.pa	-	bid1	bid
BvAxiH	BqRuz	hiMsAyAm	pa.pa	-	BqR1	BqR
BvAxiH	BqRuz	safGAwe	pa.pa	-	BqR1	BqR
BvAxiH	canuz	hiMsAyAm	pa.pa	-	can1	can
BvAxiH	cellaz	calane	pa.pa	-	cell1	cell
BvAxiH	cIvaz	AxAne	A.pa	-	cIv2	cIv
BvAxiH	cIvaz	AxAne	pa.pa	-	cIv2	cIv
BvAxiH	cIvaz	saMvaraNe	A.pa	-	cIv2	cIv
BvAxiH	cIvaz	saMvaraNe	pa.pa	-	cIv2	cIv
BvAxiH	cutiz	alpIBAve	pa.pa	-	cut1	cuNt
BvAxiH	Cyuf	gawO	A.pa	-	Cyu1	Cyu
BvAxiH	evqz	sevane	A.pa	-	ev1	ev
BvAxiH	GagGaz	hasane	pa.pa	-	GagG1	GagG
BvAxiH	Garbaz	gawO	pa.pa	-	Garb1	Garb
BvAxiH	Gasiz	karaNe	A.pa	-	Gas2	GaMs
BvAxiH	glUhUz	grahaNe	A.pa	-	glUh1	glUh
BvAxiH	hagez	saMvaraNe	pa.pa	-	hag1	hag
BvAxiH	i	gawO	pa.pa	-	i3	i
BvAxiH	jaBaz	gAwravinAme	A.pa	-	jaB3	jaB
BvAxiH	JarCaz	pariBARaNe	pa.pa	-	JarC1	JarC
BvAxiH	jq	aBiBave	pa.pa	-	jq1	jq
BvAxiH	Jyuf	gawO	A.pa	-	Jyu1	Jyu
BvAxiH	kAdqz	anAxare	pa.pa	-	kAd1	kAd
BvAxiH	kajaz	maxe	pa.pa	-	kaj1	kaj
BvAxiH	kakKaz	hasane	pa.pa	-	kakK1	kakK
BvAxiH	kaNdaz	maxe	A.pa	-	kaNd1	kaNd
BvAxiH	KarKa	hasane	pa.pa	-	KarKa1	KarKa
BvAxiH	kasaz	gawO	pa.pa	-	kas1	kas
BvAxiH	kataz	gawO	pa.pa	-	kat3	kat
BvAxiH	kavaz	Sabxe	pa.pa	-	kav1	kav
BvAxiH	kaWaz	hiMsAyAm	pa.pa	kaW	kaW1	kaW
BvAxiH	kRalaz	saFcalane	pa.pa	-	kRal1	kRal
BvAxiH	kRalaz	saFcaye	pa.pa	-	kRal1	kRal
BvAxiH	kRivuz	nirasane	pa.pa	-	kRiv1	kRiv
BvAxiH	kRIvaz	nirasane	pa.pa	-	kRIv2	kRIv
BvAxiH	Kudiz	gawivEkalye	A.pa	-	Kud1	KuNd
BvAxiH	lOdqz	unmAxe	pa.pa	-	lOd1	lOd
BvAxiH	mAhaz	mAne	A.pa	-	mAh2	mAh
BvAxiH	mAhaz	mAne	pa.pa	-	mAh2	mAh
BvAxiH	majaz	Sabxe	pa.pa	-	maj1	maj
BvAxiH	makRaz	roRe	pa.pa	-	makR1	makR
BvAxiH	metqz	unmAxe	pa.pa	-	met1	met
BvAxiH	mledqz	unmAxe	pa.pa	-	mled1	mled
BvAxiH	mqXqz	unxe	A.pa	-	mqX2	mqX
BvAxiH	mqXqz	unxe	pa.pa	-	mqX2	mqX
BvAxiH	mretqz	unmAxe	pa.pa	-	mret1	mret
BvAxiH	muRaz	hiMsAyAm	pa.pa	-	muR1	muR
BvAxiH	naKaz	gawO	pa.pa	-	naK1	naK
BvAxiH	narbaz	gawO	pa.pa	-	narb1	narb
BvAxiH	NAXqz	ASiRi	A.pa	-	NAX1	nAX
BvAxiH	NAXqz	ESvarye	A.pa	-	NAX1	nAX
BvAxiH	NAXqz	upawApe	A.pa	-	NAX1	nAX
BvAxiH	NAXqz	yAFcAyAm	A.pa	-	NAX1	nAX
BvAxiH	Nesqz	gawO	A.pa	-	Nes1	nes
BvAxiH	nq	naye	pa.pa	-	nq1	nq
BvAxiH	parRaz	snehane	A.pa	-	parR1	parR
BvAxiH	pebqz	sevane	A.pa	-	peb1	peb
BvAxiH	plebqz	gawO	A.pa	-	pleb1	pleb
BvAxiH	plevqz	gawO	A.pa	-	plev1	plev
BvAxiH	plevqz	sevane	A.pa	-	plev1	plev
BvAxiH	pqWuz	viswAre	A.pa	-	pqW1	pqW
BvAxiH	pUrvaz	pUraNe	pa.pa	-	pUrv1	pUrv
BvAxiH	ramaz	krIdAyAm	A.pa	-	ram2	ram
BvAxiH	RaNaz	samBakwO	pa.pa	-	RaN1	saN
BvAxiH	ranjaz	rAge	A.pa	raFj	ranj1	ranj
BvAxiH	ranjaz	rAge	pa.pa	raFj	ranj1	ranj
BvAxiH	raPiz	gawO	pa.pa	-	raP2	ramP
BvAxiH	rarPa	gawO	pa.pa	-	rarPa1	rarPa
BvAxiH	rebqz	gawO	A.pa	-	reb1	reb
BvAxiH	Rebqz	sevane	A.pa	-	Reb1	seb
BvAxiH	Revqz	secane	A.pa	-	Rev1	sev
BvAxiH	Revqz	sevane	A.pa	-	Rev1	sev
BvAxiH	RiXUz	mAfgalye	pa.pa	-	RiX1	siX
BvAxiH	RkaBiz	prawibanXe	A.pa	skamB	RkaB1	skamB
BvAxiH	RNE	veRtane	pa.pa	-	RNE1	snE
BvAxiH	RqnBuz	hiMsAyAm	pa.pa	-	RqnB1	sqmB
BvAxiH	RqXqz	unxe	A.pa	-	RqX1	sqX
BvAxiH	RqXqz	unxe	pa.pa	-	RqX1	sqX
BvAxiH	RtqkRaz	gawO	pa.pa	-	RtqkR1	swqkR
BvAxiH	RtuBuz	swamBe	A.pa	swuB	RtuB1	swuB
BvAxiH	Rtucaz	prasAxe	A.pa	-	Rtuc1	swuc
BvAxiH	RtyE	Sabxe	pa.pa	-	RtyE1	swyE
BvAxiH	RtyE	safGAwe	pa.pa	-	RtyE1	swyE
BvAxiH	rugiz	varjane	pa.pa	-	rug1	rufg
BvAxiH	RURaz	prasave	pa.pa	-	RUR1	rUR
BvAxiH	RUrkRaz	anAxare	pa.pa	-	RUrkR1	RUrkR
BvAxiH	RUrkRyaz	IrRyAyAm	pa.pa	-	RUrkRy1	RUrkRy
BvAxiH	RUxaz	kRaraNe	A.pa	-	RUx1	sUx
BvAxiH	Rvakkaz	gawO	A.pa	-	Rvakk1	Rvakk
BvAxiH	Rvakvaz	gawO	A.pa	-	Rvakv1	Rvakv
BvAxiH	RWA	gawinivqwwO	pa.pa	-	RWA1	sWA
BvAxiH	Rwakaz	prawiGAwe	pa.pa	-	Rwak1	swak
BvAxiH	RWalaz	sWAne	pa.pa	-	RWal1	sWal
BvAxiH	Rwanaz	Sabxe	pa.pa	-	Rwan1	swan
BvAxiH	Rwepqz	kRaraNe	A.pa	-	Rwep1	swep
BvAxiH	Rwipqz	kRaraNe	A.pa	-	Rwip1	swip
BvAxiH	salaz	gawO	pa.pa	-	sal1	sal
BvAxiH	sarbaz	gawO	pa.pa	-	sarb1	sarb
BvAxiH	sarjaz	arjane	pa.pa	-	sarj1	sarj
BvAxiH	sE	kRaye	pa.pa	-	sE1	sE
BvAxiH	SleRqz	gawO	A.pa	-	SleR1	SleR
BvAxiH	SleRqz	gawO	pa.pa	-	SleR1	SleR
BvAxiH	smif	IRaxXasane	A.pa	-	smi1	smi
BvAxiH	smurCAz	vismqwO	pa.pa	-	smurC1	smurC
BvAxiH	sPatiz	viSaraNe	pa.pa	-	sPat1	sPaNt
BvAxiH	sPudiz	vikasane	A.pa	-	sPud1	sPuNd
BvAxiH	sqBuz	hiMsAyAm	pa.pa	-	sqB1	sqB
BvAxiH	SqXqz	unxe	A.pa	-	SqX1	SqX
BvAxiH	SqXqz	unxe	pa.pa	-	SqX1	SqX
BvAxiH	SrE	pAke	pa.pa	-	SrE1	SrE
BvAxiH	Srekqz	gawO	A.pa	-	Srek1	Srek
BvAxiH	Su	gawO	pa.pa	-	Su1	Su
BvAxiH	SucyIz	aBiRave	pa.pa	-	Sucy2	Sucy
BvAxiH	Sukaz	gawO	pa.pa	-	Suk1	Suk
BvAxiH	Svagiz	gawO	pa.pa	-	Svag1	Svafg
BvAxiH	Svelqz	calane	pa.pa	-	Svel1	Svel
BvAxiH	sWagez	saMvaraNe	pa.pa	-	sWag1	sWag
BvAxiH	vAdqz	AplAvye	A.pa	-	vAd1	vAd
BvAxiH	vahiz	vqxXO	A.pa	-	vah2	vaMh
BvAxiH	valgaz	gawO	pa.pa	valg	valg1	valg
BvAxiH	varba	gawO	pa.pa	-	varba1	varba
BvAxiH	varPaz	gawO	pa.pa	-	varP1	varP
BvAxiH	vatiz	viBAjane	pa.pa	-	vat2	vaNt
BvAxiH	vellqz	calane	pa.pa	-	vell2	vell
BvAxiH	vqhaz	vqxXO	pa.pa	-	vqh1	vqh
BvAxiH	vqhiz	Sabxe	pa.pa	-	vqh2	vqMh
BvAxiH	vqhiz	vqxXO	pa.pa	-	vqh2	vqMh
BvAxiH	vqjaz	gawO	pa.pa	-	vqj1	vqj
BvAxiH	vugiz	varjane	pa.pa	-	vug1	vufg
BvAxiH	wqhaz	vqxXO	pa.pa	-	wqh1	wqh
BvAxiH	wqhiz	vqxXO	pa.pa	-	wqh2	wqMh
BvAxiH	wragiz	gawO	pa.pa	-	wrag1	wrafg
BvAxiH	wrunpaz	hiMsAyAm	pa.pa	-	wrunp1	wrump
BvAxiH	wunPaz	hiMsAyAm	pa.pa	-	wunP1	wumP
BvAxiH	wvakRaz	wvacane	pa.pa	wvakR	wvakR2	wvakR
BvAxiH	xaGiz	pAlane	pa.pa	-	xaG1	xafG
BvAxiH	xaGiz	varjane	pa.pa	-	xaG1	xafG
BvAxiH	xanSaz	xaMSane	pa.pa	xaMS	xanS1	xanS
BvAxiH	xaviz	gawO	pa.pa	-	xav1	xanv
BvAxiH	Xekqz	Sabxe	A.pa	-	Xek1	Xek
BvAxiH	Xekqz	uwsAhe	A.pa	-	Xek1	Xek
BvAxiH	xq	Baye	pa.pa	-	xq1	xq
BvAxiH	xrAhqz	nixrAkRaye	A.pa	-	xrAh1	xrAh
BvAxiH	XraNaz	Sabxe	pa.pa	-	XraN1	XraN
BvAxiH	duyAcqz	yAFcAyAm	A.pa	-	yAc2	yAc
BvAxiH	duyAcqz	yAFcAyAm	pa.pa	-	yAc2	yAc
BvAxiH	yayaz	gawO	A.pa	-	yay1	yay
	
gaNa	iw_XAwu	mng	paxI	Heritage	saMsAXanI	saMsAXanI
	
axAxiH	axaz	BakRaNe	pa.pa	ax#1	ax2	ax
axAxiH	hanaz	gawO	pa.pa	han#1	han1	han
axAxiH	hanaz	hiMsAyAm	pa.pa	han#1	han1	han
axAxiH	xviRaz	aprIwO	A.pa	xviR#1	xviR1	xviR
axAxiH	xviRaz	aprIwO	pa.pa	xviR#1	xviR1	xviR
axAxiH	xuhaz	prapUraNe	A.pa	xuh#1	xuh2	xuh
axAxiH	xuhaz	prapUraNe	pa.pa	xuh#1	xuh2	xuh
axAxiH	xihaz	upacaye	A.pa	xih	xih1	xih
axAxiH	xihaz	upacaye	pa.pa	xih	xih1	xih
axAxiH	xihaz	upawApe	A.pa	xih	xih1	xih
axAxiH	xihaz	upawApe	pa.pa	xih	xih1	xih
axAxiH	lihaz	AsvAxane	A.pa	lih#1	lih1	lih
