Xarmam	14
xaNdaka	14
xama	14
Cawra	14
cAriNAm	14
Bramara	14
BeRaja	14
BexaH	14
Bavam	14
BARiwam	14
balO	14
aruNa	14
arcana	14
ArAXana	14
apsarasAm	14
anwAH	14
anwaH	14
afgula	14
afgirasO	14
ananwaram	14
Ananxam	14
Akqwi	14
AkArAH	14
AhArAH	14
agniH	14
Agawam	14
AxIn	14
vikalpa	13
viXAna	13
viBURiwam	13
vaswi	13
varcasaH	13
vamana	13
vAkyam	13
vAjinAm	13
vESvAnara	13
vAxinam	13
vaXU	13
uwpawwiH	13
uwpala	13
upewAH	13
wejasAm	13
wApya	13
wApasa	13
wApa	13
sUwra	13
sWiwam	13
srowaH	13
SraxXA	13
SoXanam	13
Sloka	13
sewu	13
sOBAgya	13
sawwvam	13
sArasa	13
SaraNa	13
samIpe	13
samaya	13
samAgame	13
SAlinaH	13
rOxra	13
rahiwam	13
pufKEH	13
pramuKAH	13
praxAyakam	13
praxAnam	13
plakRa	13
pAyu	13
pAwaka	13
paScima	13
pafka	13
pAkayoH	13
pAxam	13
ojasAm	13
oxanam	13
nivqwwa	13
nASinI	13
nASa	13
mUrwaye	13
mayUra	13
mayAH	13
mahiRa	13
kuSalaH	13
kuFjara	13
kirIta	13
Kura	13
kAka	13
kaxalI	13
jO	13
jafgame	13
jafgamam	13
hara	13
granWi	13
ganXAH	13
xyUwa	13
xqRtena	13
xoRAH	13
XarmANAm	13
XAraNa	13
xayA	13
xAnavAH	13
ciFcA	13
cawvAriMSaw	13
caNda	13
cala	13
buxXa	13
bIjakam	13
BUwAH	13
Bujam	13
BArawa	13
BAge	13
Ayawana	13
AwmikA	13
Awmaja	13
ASA	13
araNya	13
afguli	13
afgAra	13
AmayAn	13
ESvaryam	13
axri	13
axBuwam	13
AcArAH	13
AcAraH	13
yoRiwaH	12
yawnena	12
yajFaH	12
vyAkula	12
vyAGrAH	12
viSeRAH	12
vimala	12
vigrahaH	12
vixyayA	12
veNu	12
vata	12
vapuH	12
uRtra	12
upAya	12
uxyawa	12
uxake	12
wraye	12
woyena	12
wIra	12
wimira	12
svanam	12
svanaH	12
SuSrURA	12
sWena	12
sWa	12
sweya	12
SOcam	12
SAswrANi	12
SAswrANAm	12
saMSaya	12
sampannA	12
samBrAnwa	12
samAyukwam	12
samaye	12
sAma	12
sEnya	12
sEnXava	12
sahasreRu	12
rUpI	12
pute	12
puRpam	12
pUrvaH	12
prayoga	12
pravara	12
prawIkASam	12
prANi	12
pralaya	12
praxA	12
praBAH	12
Pena	12
paryAya	12
parIwa	12
pafkwi	12
pAFcAla	12
ninxA	12
nigrahaH	12
nakula	12
nagare	12
nAdI	12
munim	12
mawiH	12
marIci	12
mArgeNa	12
manyu	12
mAGa	12
lepa	12
lalAta	12
lakRaNAH	12
kqwe	12
kqwAm	12
kopa	12
Kaxira	12
kAyAH	12
kanyakA	12
kAfkRayA	12
kalpam	12
jIvinaH	12
jAnu	12
jale	12
hInasya	12
haswena	12
haswAH	12
hArI	12
guNAn	12
ekAxaSa	12
xvIpa	12
xurga	12
xravyam	12
xraviNa	12
Xqwi	12
Xenu	12
XarmeNa	12
Xanam	12
xAsa	12
cikIrRayA	12
Carxi	12
cariwa	12
cArI	12
BUwi	12
BURaNEH	12
Bukwa	12
BerI	12
BANda	12
BakwyA	12
BakRaNa	12
BAgAni	12
banXaH	12
AyuXEH	12
ayaH	12
Avqwam	12
avayava	12
avasWA	12
Awmani	12
aswraH	12
aSanaH	12
arcane	12
anugraha	12
ajire	12
Agawa	12
aXara	12
yonayaH	11
yaxu	11
vyavahAra	11
vqRa	11
vrIhi	11
vivAha	11
viSeRAw	11
viSAraxEH	11
vinXya	11
vINA	11
vikramO	11
viXinA	11
viBava	11
vibanXa	11
vexiBiH	11
vexanA	11
vasiRTa	11
vAsa	11
varcasA	11
varAH	11
vAli	11
vAla	11
uxaram	11
wrAsa	11
womara	11
wapanIya	11
wApanaH	11
wakra	11
svasWa	11
svam	11
sWAneRu	11
sqRta	11
SoXana	11
Sigru	11
SeRaH	11
sawwamO	11
RaRTa	11
SAsanAw	11
sarRapa	11
sarpiH	11
saMyoge	11
samAyukwAH	11
samara	11
sahAya	11
sahasrasya	11
sAXane	11
sAXana	11
rUpe	11
ripu	11
raWe	11
raWO	11
raWEH	11
puwrAn	11
pUwa	11
pufgavam	11
pqRTa	11
prayawa	11
prasAxena	11
prAsa	11
pramANAni	11
praxAH	11
praBqwayaH	11
praBAva	11
pIdA	11
PalAH	11
paryAkula	11
pare	11
paxe	11
oGEH	11
nyaswa	11
nirawaH	11
nibarhaNam	11
nASanI	11
nAraxa	11
naBaH	11
musala	11
mUrCA	11
muNda	11
muKaH	11
muxgara	11
mqwwikA	11
mlecCa	11
mAwrAw	11
mAwrANi	11
mawi	11
mAse	11
marxanaH	11
mAninaH	11
manxara	11
maNdale	11
lohayoH	11
locana	11
lAkRA	11
kuSalAH	11
kRayAw	11
kRawa	11
kRaNa	11
kramaH	11
klexa	11
karANi	11
kaNdUwi	11
jyowiH	11
jvare	11
janasya	11
iRvAsO	11
iRvAsam	11
ISvarAH	11
ISam	11
hrI	11
hqxayaH	11
hewave	11
hala	11
gqhIwa	11
grahaNAw	11
gomaya	11
gireH	11
ganXarvEH	11
gala	11
gaxa	11
xyuwim	11
xvaye	11
xugXa	11
xIkRA	11
xigXa	11
xeSam	11
xAru	11
xarSiBiH	11
xaNdaH	11
xala	11
ciwwaH	11
Buvana	11
BUwasya	11
Buk	11
Brama	11
Bexena	11
BAjanam	11
Baga	11
AyuXam	11
Avqwe	11
avaSeRam	11
AvahAH	11
Awman	11
asmaw	11
Asanam	11
aSanAH	11
arXe	11
apAna	11
AKyAna	11
AkAfkRI	11
AjFA	11
Agamana	11
ADyaH	11
abxa	11
yugmam	10
yAjana	10
yAxava	10
vyAyAma	10
vqkRaH	10
vqxXiH	10
viSeReNa	10
vikramam	10
vixyAnAm	10
vixuRAm	10
viXO	10
vAsuki	10
vAsava	10
vasanwa	10
vAsam	10
varwma	10
varma	10
varcasam	10
vArANi	10
vAra	10
vAkyena	10
vakra	10
vEra	10
vAhana	10
vaXaH	10
uwware	10
uwwame	10
uwsava	10
uwsAha	10
uwkarRa	10
urasi	10
upahawa	10
